title,link,category,date,description,content,image,author
Revue du web. Casablanca: démolition des commerces informels à Souk Dallas,https://fr.le360.ma/societe/revue-du-web-casablanca-demolition-des-commerces-informels-a-souk-dallas_FKQ4RK3HR5DBLAXE53C6P24OOM/,Société,Le 14/05/2025 à 19h24,"Revue du webCasablanca: les autorités entament la démolition de commerces informels à Souk Dallas, colère des marchands; Grèce: un séisme de magnitude 6,1 secoue le sud du pays; People: Latifa Raafat attaquée sur Facebook en lien avec l’affaire de l’«Escobar du Sahara»; Arabie saoudite: Donald Trump, Elon Musk et Sam Altman reçus par Mohammed ben Salmane pour sceller des méga-accords dans le secteur de l’IA. Round-up.","
 Casablanca: les autorités entament la démolition de commerces informels à Souk Dallas et font face à la colère des marchands.
 Grèce: un séisme de magnitude 6,1 secoue le sud du pays. La secousse a été ressentie jusqu’en Égypte.
 People: la chanteuse Latifa Raafat prise à partie sur Facebook, sommée de «révéler la vérité» dans l’affaire de l’«Escobar du Sahara».
 Arabie saoudite: le prince héritier Mohammed ben Salmane reçoit Donald Trump, Elon Musk et Sam Altman, afin de sceller des méga-accords dans le secteur de l’Intelligence artificielle.",https://fr.le360.ma/resizer/v2/VGFE5LFJP5ACNGXFH2I7JT6GQI.jpg?auth=1e288ac2b4ac926b0338c068a4d560515f21876ed3c0a89f53ba5792afe2717a&smart=true&width=1216&height=684,Majda Benthami
Botola Pro Inwi D2: le KACM valide son retour en première division,https://fr.le360.ma/sports/botola-pro-inwi-d2-le-kacm-valide-son-retour-en-premiere-division_DQXTB7QQKBCI3KP2CXEUUQ5TNY/,Botola,Le 14/05/2025 à 19h08,"Après plusieurs années dans les divisions inférieures, le KACM est officiellement promu en première division du championnat national, à la suite de son match nul (1-1), ce mercredi 14 mai, contre le Mouloudia Oujda.","
 Suite à son déplacement à Oujda, le Kawkab de Marrakech a décroché, ce mercredi 14 mai, un nul face au MCO (1-1), sur la pelouse du stade d’Honneur, à l’occasion de la 29e journée de la Botola Pro Inwi D2, validant officiellement sa montée dans l‘élite.
 Le numéro 27 du KACM, Omari, a ouvert le score pour les siens à la 40e minute de jeu. En seconde période, le capitaine du Mouloudia, Imad Serbout, a remis les deux équipes à égalité à la 63e minute, d’une frappe puissante.
 Par ailleurs, Yacoub El Mansour a largement battu le RCOZ sur le score de 3 à 1 et s’empare de la deuxième place du classement avec 50 points. Pour la course à la troisième place, le Raja de Béni Mellal compte 47 unités, suivi de près par Dcheira avec 46 points.",https://sport.le360.ma/resizer/v2/OG2L2ERQCJEZTFWDLINS4VD6LI.png?auth=b44a047bdd61a3c91c675d06fb3b700a81323f8b341e1c82e3ec54a7218de39a&smart=true&width=1216&height=684,"Par, Chadi Ben Hassan, Chadi Ben Hassan"
"Établissements et entreprises publics: la réforme avance bien, selon Abdellatif Zaghnoun",https://fr.le360.ma/economie/etablissements-et-entreprises-publics-la-reforme-avance-bien-selon-abdellatif-zaghnoun_BFORLVZM6ZC7LHNN2VDCQW5PAY/,Economie,Le 14/05/2025 à 18h43,"VidéoLa réforme du secteur des établissements et entreprises publics avance bien, selon Abdellatif Zaghnoun, directeur général de l’Agence nationale de gestion stratégique des participations de l’État. Les avancées réalisées concernent les différents chantiers «structurants» de la mise en œuvre de cette réforme, a-t-il noté, lors d’une rencontre le 13 mai à Casablanca.","
 La réforme du secteur des établissements et entreprises publics (EEP) est bien engagée. C’est ce qu’a indiqué Abdellatif Zaghnoun, directeur général de l’Agence nationale de gestion stratégique des participations de l’État et de suivi des performances des établissements et entreprises publics (ANGSPE), qui était l’invité, le mardi 13 mai, à Casablanca, de la rencontre «Les nuits de la finance» organisée par l’hebdomadaire Finances News.
 Les avancées réalisées concernent les différents chantiers «structurants» de la mise en œuvre de cette réforme, note-t-il. Il s’agit notamment de l’accompagnement de certains EEP dans leur transformation en sociétés anonymes (SA), la professionnalisation des organes de gouvernance des EEP et de consolidation des comptes de l’État actionnaire en normes IFRS. Il s’agit aussi d’opérations d’ingénierie financière et opérationnelle et de revue de modèles.
 Ainsi, fait-il savoir, le projet de transformation en SA de l’Office national des hydrocarbures et des mines (Onhym) est finalisé et a fait l’objet d’un projet de loi déposé au Secrétariat général du gouvernement.
 De même, un projet de loi pareil concernant l’Office national des aéroports (Onda) est finalisé et sera déposé dans «les jours à venir», alors que le projet de transformation en SA de Maghreb Arabe Presse (MAP) est «pratiquement finalisé», ajoute-t-il.
 Ce processus est aussi en cours pour d’autres EEP, à savoir notamment l’Agence nationale des ports (ANP), l’Office marocain de la propriété industrielle et commerciale (OMPIC) et le Fonds d’équipement communal (FEC), poursuit-il.
 L’ANGSPE travaille également sur l’amélioration de la gouvernance des EEP, avec notamment la mise en place des comités spécialisés et la désignation des administrateurs indépendants au sein des conseils d’administration (CA). «Nous sommes bien avancés dans ce chantier puisque certains EEP ont déjà coopté des administrateurs indépendants», souligne Abdellatif Zaghnoun.",https://fr.le360.ma/resizer/v2/JCDEHUK565DLRNJPWPDVEKBSH4.jpg?auth=20b47110ce796b58c9453895f295dd4ec642fb7c80b06a07012747fa8e927e3b&smart=true&width=1216&height=684,Lahcen Oudoud
Le Roi reçoit à Rabat plusieurs ambassadeurs étrangers,https://fr.le360.ma/politique/le-roi-recoit-a-rabat-plusieurs-ambassadeurs-etrangers_QF6G3ASHP5CDTOIB7GJ2U5KEGU/,Politique,Le 14/05/2025 à 18h17,"Le roi Mohammed VI a reçu, mercredi au Palais royal de Rabat, plusieurs ambassadeurs étrangers, venus présenter au Souverain leurs lettres de créance en tant qu’ambassadeurs plénipotentiaires et extraordinaires de leurs pays dans le Royaume.","
 Il s’agit de:
 - M. Mustafa Ilker Kiliç, ambassadeur de la République de Turquie,
 - Mme Isabelle Valois, ambassadeur du Canada,
 - M. Hassan Adoum Bakhit Haggar, ambassadeur de la République du Tchad,
 - Mme Shakilla Umutoni Kazimbaya, ambassadeur de la République du Rwanda,
 - M. Khalid Ben Salem Ben Ahmed Bamakhalif, ambassadeur du Sultanat d’Oman,
 - M. Alberto Alejandro Rodriguez Aspillaga, ambassadeur de la République du Chili,
 - M. Shahabudeen Bin Adam Shah, ambassadeur de Malaisie,
 - M. Sami Bin Abdullah Bin Othman Al-Saleh, ambassadeur du Royaume d’Arabie saoudite,
 - M. Enrique Ojeda Vila, ambassadeur du Royaume d’Espagne,
 - M. Roberto Victorio Fernández, ambassadeur de la République de Cuba,
 - M. Fafré Camara, ambassadeur de la République du Mali,
 - Mme Tessa Katapodis, ambassadeur de la République Hellénique,
 - M. Omar Sherif Abdoelrahman, ambassadeur de la République du Suriname,
 - Mme Le kim Quy, ambassadeur de la République socialiste du Vietnam,
 - M. Yoon Yeonjean, ambassadeur de la République de Corée.
 Cette audience s’est déroulée en présence du ministre des Affaires étrangères, de la Coopération africaine et des Marocains résidant à l’étranger, Nasser Bourita et du Chambellan de Sa Majesté le Roi, Sidi Mohamed El Alaoui.",https://fr.le360.ma/resizer/v2/CXIX4KTWDJECRL4Y7HBFYQGH34.jpeg?auth=347839abe3f3e712f3add0f2f4700b7b37fea459625f9cd4bc239fc84b337f88&smart=true&width=1216&height=684,"Par, Le360 (avec MAP)"
Mondial 2026: le Congo-Brazzaville réadmis dans le groupe du Maroc,https://fr.le360.ma/sports/mondial-2026-le-congo-brazzaville-readmis-dans-le-groupe-du-maroc_JWD3NZ4HJ5CU3KCP2A5HCTKOEI/,Football,Le 14/05/2025 à 18h15,"La FIFA a officiellement levé la suspension du Congo-Brazzaville (FECOFOOT), ce mercredi 14 mai. Réintégrés dans le groupe E, aux côtés du Maroc, les Diables Rouges chamboulent les calculs de qualification à la Coupe du Monde 2026.","
 Le Comité exécutif de la Fédération congolaise de football (FECOFOOT) annonce la levée de la suspension de l’instance par la FIFA, ce mercredi 14 mai.
 Le Congo figure dans le même groupe (E) que le Maroc dans le cadre des éliminatoires de la Coupe du Monde 2026.
 Suspendu le 6 février, les Congolais ont perdu sur tapis vert contre la Tanzanie, puis la Zambie, au mois de mars, dans le cadre des 5e et 6e journées. Les Diables Rouges occupent actuellement la 5e et avant-dernière place du groupe devant l’Erythrée, qui s’était retirée avant même le début des éliminatoires.
 Le Maroc est en tête de son groupe avec 15 points au compteur après 5 victoires en autant d’apparitions. Il affronte le Niger et la Zambie en septembre, et donc le Congo en octobre.
 Pour se qualifier sans se soucier du reste des résultats, les Lions de l’Atlas doivent impérativement gagner leur match contre le Niger. Le retour du Congo ayant changé la donne, un nul suffisant auparavant.",https://sport.le360.ma/resizer/v2/6RFFNS5AQBNQXO7I2IMNJF3B3E.jpg?auth=f63786f1e45e0ee5b8d2c4ced278207c6e0809d8a8e63e7ca193094d5c03dff4&smart=true&width=1216&height=684,Salwa Hosni
Libye: aucune inquiétude pour les quatre Marocains basés à Tripoli,https://fr.le360.ma/sports/libye-aucune-inquietude-pour-les-quatre-marocains-bases-a-tripoli_4GAVWQEXWFHT3J3YJE2W3W6CFY/,Autres championnats,Le 14/05/2025 à 17h39,"Les nouvelles sont rassurantes pour les quatre Marocains actuellement à Tripoli, capitale de la Libye, malgré les tensions survenues ces derniers jours, marqués par des affrontements entre groupes armés.","
 Les quatre Marocains évoluant à Tripoli, à savoir, l’entraineur Abdelkrim Jenani, les joueurs Mohamed Zrida et Naoufel Zarhouni, ainsi que le préparateur physique Bensassi, sont en sécurité.
 Une source bien informée a tenu à rassurer Le360, affirmant que les Marocains sont en bonne santé, dans de bonnes conditions, et sont en parfaite sécurité dans leurs lieux de logements respectifs, qu’ils soient à l’hôtel ou dans les appartements fournis par leurs clubs respectifs.
 La même source a précisé que les autorités libyennes ont réagi rapidement pour assurer la protection de l’ensemble des joueurs étrangers évoluant dans le championnat local, ainsi que des membres des staffs techniques, en leur fournissant un lieu d’hébergement sécurisé.
 Al Ahli Tripoli a, pour sa part, annoncé le report de la séance d’entrainement prévue mercredi.
 Lors du mercato hivernal, le football libyen a connu un mouvement massif de recrutements de joueurs étrangers. Pas moins d’une cinquantaine de joueurs, marocains et étrangers, avaient alors rejoint la Libye.
 «Les affrontements ont repris dans Tripoli, à grande échelle cette fois, s’étendant à plusieurs secteurs, entre la Force Radaa et la Brigade 444», avait indiqué à l’AFP un responsable du ministère de l’Intérieur, mardi 13 mai.",https://sport.le360.ma/resizer/v2/GRTADMGDJVGZVDOWRMOMVQU5PY.png?auth=d8e2453c0c2f54398a14524faf1e7c39735e8dbbd7b45e26241e24a857cc1290&smart=true&width=1216&height=684,Khalil Abou Khalil
"Maison-mère de la Samir, le groupe Corral en passe d’être racheté par le Suisse Varo Energy",https://fr.le360.ma/economie/maison-mere-de-la-samir-le-groupe-corral-en-passe-detre-rachete-par-le-suisse-varo-energy_YRZMXR6GMFEBDNM5DTWNIY2U7E/,Economie,Le 14/05/2025 à 17h37,"Le Conseil de la concurrence annonce avoir reçu la notification d’une opération de concentration économique liée à l’acquisition du contrôle exclusif de la société Corral Petroleum Holdings AB, avec ses filiales Preem, par le groupe suisse Varo Energy B.V., à travers sa filiale Varo Energy Maketing AG.","
 Varo Energy Marketing AG, dont le siège social se trouve à Zoug, en Suisse, est une société d’énergie intégrée principalement active dans le secteur du raffinage, de la logistique et de la commercialisation de produits pétroliers, gaziers et lubrifiants, indique le Conseil de la concurrence dans un communiqué. Le groupe, qui propose également des solutions en matière d’énergies renouvelables, opère dans toute l’Europe, avec des sites dans plusieurs pays.
 La même source précise que Corral Petroleum Holdings AB, agissant en tant que société holding, détient la totalité du capital de Preem AB.",https://fr.le360.ma/resizer/v2/H5B3MS7JUNBYXNA7M37ZWUZ6FE.jpg?auth=495609009fdf292a1ec4ae5192bbac0e5c87eb8c5277b8ba279b1f8ebb4b3bfb&smart=true&width=1216&height=684,Ayoub Khattabi
Real Madrid: Brahim Diaz forfait contre Majorque,https://fr.le360.ma/sports/real-madrid-brahim-diaz-forfait-contre-majorque_JW6D2BMTG5D4ZBH62KY6R23NF4/,Liga,Le 14/05/2025 à 17h04,"L’international marocain était annoncé dans la liste des joueurs convoqués, mais la mauvaise nouvelle est tombée à quelques heures du match.","
 Brahim Diaz serait forfait pour le match de ce soir (20h30 GMT+1) entre le Real Madrid et Majorque, au Santiago Bernabéu pour le compte de la 36e journée de Liga.
 Selon AS, quotidien proche du Real, le milieu offensif marocain souffre d’une gêne au niveau de son adducteur gauche depuis le Clasico contre le Barça (défaite 4-3). Il est le douzième joueur madrilène à manquer ce le match.
 «En raison d’une gêne au niveau de son adducteur gauche depuis le Clasico, la décision a été prise que la meilleure chose à faire était d’arrêter. Au moins pour pouvoir dire au revoir à la saison contre la Real Sociedad. Contre Majorque et (très probablement) Séville, ce sera sans Brahim», souligne le média espagnol.
 Toujours selon la même source, l’international marocain souffrirait d’une «gêne à l’adducteur de la cuisse gauche».",https://sport.le360.ma/resizer/v2/4UNCHGYGFVBN3BHH2P6UGFBHSQ.jpg?auth=b0a9dbc95c87eac784b8b5a06a49b311d0c68850208e81b5401d8d5ca0850884&smart=true&width=1216&height=684,Khalid Mesfioui
Mauritanie: l’ex-président Mohamed ould Abdel Aziz condamné en appel à 15 ans de prison ferme pour enrichissement illicite,https://fr.le360.ma/monde/mauritanie-lex-president-mohamed-ould-abdel-aziz-condamne-en-appel-a-15-ans-de-prison-ferme-pour_FA2QDZP46RHLNGTHHX47KLFEYI/,Politique,Le 14/05/2025 à 16h48,"Un tribunal de Nouakchott a condamné mercredi en appel à 15 ans de prison ferme l’ancien président mauritanien Mohamed Ould Abdel Aziz (2008-2019), jugé depuis novembre 2024 pour avoir abusé de son pouvoir afin d’amasser une immense fortune.","
 L’ancien président mauritanien Mohamed ould Abdel Aziz, condamné en première instance à cinq ans de prison ferme, comparaissait en appel depuis le 13 novembre 2024 aux côtés d’une dizaine de hauts responsables et de proches, dont deux anciens Premiers ministres, d’anciens ministres et des hommes d’affaires, pour «enrichissement illicite», «trafic d’influence» ou «blanchiment».
 La cour a également confirmé la confiscation des biens de M. Abdel Aziz, qui a dirigé le pays de 2008 à 2019, et la déchéance de ses droits civiques.
 Mohamed Ould Abdel Aziz est resté impassible à l’annonce de la décision, a constaté un journaliste de l’AFP.",https://afrique.le360.ma/resizer/v2/LZ4PYV6CYBDQNDJCYVDU7OVFJ4.jpg?auth=0b0fa08d55aa4c45a5668744703647d74c7ef0c2ef757344b93c618ab826f695&smart=true&width=1216&height=684,"Par, Le360 Afrique (avec AFP)"
Anniversaire des FAR: le prince héritier Moulay El Hassan préside un déjeuner offert par le Roi,https://fr.le360.ma/politique/anniversaire-des-far-le-prince-heritier-moulay-el-hassan-preside-un-dejeuner-offert-par-le-roi_L26N37WDIFDDJLWCBAPKPG6ODM/,Politique,Le 14/05/2025 à 16h24,"Sur Ordre du roi Mohammed VI, Chef suprême et Chef d’état-major général des Forces armées royales (FAR), le prince héritier Moulay El Hassan a présidé, ce mercredi au Cercle Mess officiers de Rabat, le déjeuner offert par le Roi à l’occasion du 69ème anniversaire de la création des FAR.","
 À son arrivée, le prince héritier Moulay El Hassan a été salué par le général de corps d’armée, inspecteur général des Forces armées royales (FAR) et commandant la Zone Sud, Mohammed Berrid, avant de passer en revue un détachement du Bataillon du quartier général qui rendait les honneurs, indique un communiqué de l’état-major général des FAR.
 Le Prince héritier a ensuite été salué par le Chef du gouvernement, le ministre délégué auprès du Chef du gouvernement, chargé de l’Administration de la défense nationale, le général de corps d’armée, commandant la Gendarmerie royale, le général de brigade, chef du 3ème Bureau des FAR, le général de division aérienne, inspecteur des Forces royales air, le contre-amiral, inspecteur de la Marine royale et le colonel-major, commandant d’armes délégué de la Place de Rabat-Salé.",https://fr.le360.ma/resizer/v2/NHRRMP7NXNEBDDOULLMWG2GSZQ.png?auth=a5404adbcae028ab756ce24b292f21ce308d15531e52bcce04e5ec0cf2399a55&smart=true&width=1216&height=684,"Par, Le360 (avec MAP)"
Africa CEO Forum en Côte d’Ivoire: des chefs d’État et d’entreprises débattent du rôle du privé dans le développement commun,https://fr.le360.ma/monde/africa-ceo-forum-en-cote-divoire-des-chefs-detat-et-dentreprises-debattent-du-role-du-prive-dans-le_LI2DDT4ZGNHNHA3WTGDOSXF7XA/,Economie,Le 14/05/2025 à 16h11,"VidéoLa Côte d’Ivoire a accueilli, les 12 et 13 mai à Abidjan, l’Africa CEO Forum, le plus grand conclave annuel du secteur privé africain. Plus de 2.800 dirigeants, investisseurs et décideurs politiques venus de 75 pays ont tenté de jeter les bases d’un développement partagé qui s’appuie sur des initiatives africaines.","
 Alors que le continent africain fait face à une conjonction des chocs externes et internes, à la baisse de l’aide au développement, au coût élevé de la dette, et à la résurgence du protectionnisme, de nouvelles opportunités de coopération Sud-sud s’offrent aux les décideurs publics et privés.
 Une occasion pour les dirigeants politiques notamment les présidents de la Côte d’Ivoire, du Sénégal, d’Afrique du Sud, du Rwanda et de la Mauritanie, de rencontrer des grands patrons africains pour parler d’une seule voix afin de trouver des solutions africaines aux problèmes africains.
 Abordant le thème «Un New Deal public-privé peut-il rebattre les cartes en faveur du continent?», cette édition ambitionne de redéfinir les relations entre les États et le secteur privé afin d’accélérer la transformation économique de l’Afrique.",https://afrique.le360.ma/resizer/v2/U7P562TWRBARTE4XXVAC66IJSE.jpg?auth=7782a913ccb7cba9a1e678badfb027a3634ec8ba95508ef77ce1d164b88a10e7&smart=true&width=1216&height=684,"Emmanuel Djidja (Abidjan, correspondance)"
Théâtre: Casablanca accueille la 3ème édition du Tournoi international d’improvisation,https://fr.le360.ma/culture/theatre-casablanca-accueille-la-3eme-edition-du-tournoi-international-dimprovisation_GFYBOQVU4JCTFFYWRLA4PUKAQM/,Culture,Le 14/05/2025 à 15h57,"La Villa des arts de Casablanca vibrera, les 16 et 17 mai, au rythme de l’improvisation théâtrale avec la troisième du Tournoi international d’improvisation (TIIC). Un rendez-vous iconoclaste mêlant spectacle vivant, compétition et participation du public.","
 Après deux éditions couronnées de succès, la Fondation Al Mada et la compagnie d’improvisation théâtrale Caz’impro annoncent la 3ème édition du Tournoi international d’improvisation de Casablanca (TIIC), qui se tiendra les 16 et 17 mai à la Villa des arts de Casablanca.
 Cette compétition réunira quatre équipes, venues de Suisse, de Belgique, de France (Corse) et du Maroc, pour deux soirées placées sous le signe de l’improvisation théâtrale. Au programme: des comédiens s’affronteront lors de matchs structurés autour de thèmes imposés par un arbitre, selon les règles officielles du «match d’impro». À l’issue de chaque performance, le public, en interaction directe avec la scène, sera invité à voter pour départager les équipes.
 Démocratiser le théâtre d’improvisation
 Inspiré du format canadien, le concept hybride de tournoi d’improvisation mêle théâtre, esprit d’équipe et compétition. Il s’est affirmé au fil des années comme une discipline artistique à part entière, populaire dans de nombreux pays francophones. Le TIIC ambitionne de promouvoir et de démocratiser cette discipline de théâtre au Maroc, en la rendant accessible à un public plus large.",https://fr.le360.ma/resizer/v2/UAFFTM5FXJGSDDCX6YPMWM5BX4.png?auth=49160baa0e30e546fce17728bf45a13ec03711d89255c57f4cfdc80eaf192e0e&smart=true&width=1216&height=684,Majda Benthami
La Semaine des métiers de l’ingénieur à l’Université privée de Fès,https://fr.le360.ma/economie/la-semaine-des-metiers-de-lingenieur-a-luniversite-privee-de-fes_AJ6KJ4IFURBDVCJXIU3G5QTH5A/,Economie,Le 14/05/2025 à 15h06,"VidéoJusqu’au 16 mai 2025, l‘Université privée de Fès organise la Semaine des métiers de l’ingénieur sur le thème: «Responsabilité et éthique: l’ingénieur au prisme des avancées en technologie et en intelligence artificielle». Mohamed Ouazani Jamil, doyen de la faculté des Sciences de l’ingénieur de l’université nous en dit plus.",,https://fr.le360.ma/resizer/v2/https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fle360%2FH3YAMPFM4BDGVEEZ6RNRBNV7TI.jpeg?auth=c26492cb56990bf1ec685e0b31e70a5abfbeff9c8391b2c421f64e669b5e7906&width=280,"Par, Contenu de marque"
Gazoduc Afrique-Atlantique: enjeux stratégiques et impacts des derniers développements du projet,https://fr.le360.ma/economie/gazoduc-afrique-atlantique-enjeux-strategiques-et-impacts-des-derniers-developpements-du-projet_D7CV6EVDUNGAFFCY6S2RNNWHFE/,Economie,Le 14/05/2025 à 14h57,"Annoncé comme l’une des initiatives énergétiques les plus ambitieuses du continent, le projet de Gazoduc Afrique-Atlantique franchit une étape clé avec l’achèvement de l’étude de faisabilité, la finalisation du tracé optimal et la création imminente d’une société dédiée. Les détails.","
 Le mardi 13 mai 2025, la ministre marocaine de la Transition énergétique, Leila Benali, a dévoilé, à Rabat, des avancées majeures concernant le Gazoduc Afrique-Atlantique (Nigeria-Maroc). Ce projet, estimé à 25 milliards de dollars, ambitionne de relier 13 pays africains dont le Bénin, le Ghana, la Côte d’Ivoire, le Liberia, la Guinée, le Sénégal et la Mauritanie sur 6.000 km, avec une capacité de 15 à 30 milliards de m³ de gaz annuels. À l’aune de ses implications géopolitiques, économiques et sociales, une analyse s’impose pour décrypter les enjeux sous-jacents.
 Achèvement des études techniques préliminaires
 La ministre annonce l’achèvement des études techniques préliminaires. Ce qui comprend la finalisation de l’étude de faisabilité et des études d’ingénierie préliminaires, un jalon décisif pour le Gazoduc Afrique-Atlantique. Ces études, essentielles à la crédibilité du projet, ont permis de valider non seulement la viabilité économique et technique, mais aussi de définir un tracé optimal, évitant les zones à risques géopolitiques, géologiques ou environnementaux.",https://afrique.le360.ma/resizer/v2/NNPIKNVVDZCSTHJ44IFEB3HBHI.jpg?auth=b86eaba3555be206e050117c85ba7f81c09a43021214ec270461cd433ad755a4&smart=true&width=1216&height=684,Modeste     Kouamé
Aérien: Transavia lance 14 nouvelles lignes vers le Maroc pour l’hiver prochain,https://fr.le360.ma/tourisme/aerien-transavia-lance-14-nouvelles-lignes-vers-le-maroc-pour-lhiver-prochain_7YN2ND2LYZHLXOUEXGRU7CCFMM/,Tourisme,Le 14/05/2025 à 14h34,"L’Office national marocain du tourisme (ONMT) et Transavia renforcent leur partenariat pour doper le tourisme marocain dès l’hiver 2025. Au programme: une augmentation de 30% de l’offre de la compagnie aérienne vers le Maroc, avec l’ajout de 14 nouvelles lignes et la mise à disposition de plus de 130.000 sièges supplémentaires. Objectif: mieux connecter les régions marocaines et soutenir la dynamique touristique sur l’ensemble de l’année.","
 L’Office national marocain du tourisme (ONMT) et Transavia, filiale à bas coût du groupe Air France-KLM, annoncent un renforcement significatif de l’offre aérienne au départ de la France dès l’hiver 2025. Ce partenariat, déjà fructueux, se poursuit avec un plan qui vise à accroître de 30% la capacité vers le Maroc, avec l’ajout de 14 nouvelles lignes et plus de 130.000 sièges, consolidant ainsi la position du Maroc en tant que première destination des voyageurs français.
 L’initiative s’inscrit dans une dynamique déjà positive, Transavia ayant augmenté sa capacité de 13% pour l’été 2025, proposant un total de plus de 712.000 sièges. La saison hivernale 2025-2026 franchit une nouvelle étape avec un développement encore plus vaste et diversifié des liaisons aériennes entre le Maroc et la France.",https://fr.le360.ma/resizer/v2/2GCABIACSZCQDJTLEFXI6RN3S4.JPG?auth=9fb75a6b2fd20139e935e46fd87b109cf04f889b1e1783c41a1a05e713893aa2&smart=true&width=1216&height=684,Majda Benthami
Prospection gazière: le Britannique Chariot reprend l’exploitation des licences offshore Lixus et Rissana,https://fr.le360.ma/economie/prospection-gaziere-le-britannique-chariot-reprend-lexploitation-des-licences-offshore-lixus-et_3TQSX2HCPBGH7EINDQMSPMWY6M/,Economie,Le 14/05/2025 à 13h51,"Dans un communiqué, la compagnie britannique Chariot annonce avoir récupéré les parts détenus par Energean dans les licences gazières offshore Lixus et Rissana.","
 Comme annoncé précédemment, la société énergétique gréco-britannique Energean a officialisé son retrait du champ offshore d’Anchois (au large de Larache), en finalisant le transfert de la totalité du capital de sa filiale qui détenait respectivement 45% et 37,5% des licences Lixus Offshore et Rissana Offshore. Suite à cette opération, Chariot devient désormais opérateur du projet et détient une part de 75% dans chacune des deux licences, l’Office national des hydrocarbures et des mines (ONHYM) conservant ses participations de 25%.
 Le champ gazier d’Anchois est situé sur le permis Lixus Offshore, où trois puits ont déjà été forés. Le puits Anchois-3 a été achevé en septembre 2024 et, bien qu’il n’ait pas fourni les volumes supplémentaires nécessaires à l’extension du développement initialement prévu, plusieurs réservoirs gaziers de bonne qualité y ont été découverts, souligne Chariot dans un communiqué.",https://fr.le360.ma/resizer/v2/AHEJFPSAONHLFM7A4RBX7LLZSQ.jpg?auth=b9e8d6145e1e7c649f6167787de165d9d96d39769461917aeeca901e4df55f69&smart=true&width=1216&height=684,Ayoub Khattabi
"CAN U20. Mohamed Ouahbi: «Notre objectif est clair, atteindre la finale et la remporter»",https://fr.le360.ma/sports/can-u20-mohamed-ouahbi-notre-objectif-est-clair-atteindre-la-finale-et-la-remporter_OYBNQYQDSFH3VGZRVNTXSDBLYE/,CAN,Le 14/05/2025 à 13h32,"Mohamed Ouahbi, sélectionneur des Lionceaux de l’Atlas, s’est exprimé ce mercredi 14 mai en conférence de presse d’avant-match, à la veille de la demi-finale de la Coupe d’Afrique des Nations U20 face à l’Égypte, pays hôte.","
 Qualifiés pour la Coupe du Monde U20 après leur victoire en quart de finale contre la Sierra Leone (1-0 après prolongation), les Lionceaux de l’Atlas visent désormais une place en finale. Face à eux, une solide équipe égyptienne, soutenue par son public. Le technicien marocain, Mohamed Ouahbi, s’est exprimé ce mercredi 14 mai en conférence de presse d’avant-match, sur cette rencontre décisif.
 «La préparation a été simple, c’était essentiellement de la récupération. C’est ce qu’on a dit ce matin aux joueurs. Ils vivent quand même la belle vie (rires) tout ce qu’on leur demande, c’est de se reposer, dormir, boire de l’eau et faire les soins», a d’abord lancé le sélectionneur avec un brin d’humour.
 Ouahbi a ensuite insisté sur la continuité du travail et sur l’importance de rester concentré malgré l’enjeu: «Le plan reste le même, que ce soit contre l’Égypte ou une autre équipe. Ce qu’on veut, c’est atteindre la finale. On est très heureux et fiers d’avoir remporté le quart de finale et de s’être qualifiés pour la Coupe du Monde. Les joueurs sont fiers d’avoir contribué à ramener le Maroc dans cette compétition, vingt ans après sa dernière participation».",https://sport.le360.ma/resizer/v2/3HTPJ2W23VB5NAFQ2DGQFXLZDI.png?auth=21db9680c8f65724242af67cfd1a3924891cff272515bfa9a6bbb33cc2b19234&smart=true&width=1216&height=684,"Par, Chadi Ben Hassan, Chadi Ben Hassan"
Mauritanie: le prix du riz importé baisse mais «pas suffisamment» au goût du consommateur,https://fr.le360.ma/monde/mauritanie-le-prix-du-riz-importe-baisse-mais-pas-suffisamment-au-gout-du-consommateur_SGSAHYM47RCYHNUFSKJWBVXNYM/,Economie,Le 14/05/2025 à 13h09,"VidéoPour de multiples raisons, les prix du riz chutent sur le marché international, une déflation qui devrait se faire ressentir chez les détaillants mauritaniens. Cependant, sur les étals du marché de Nouakchott, la baisse constatée n’est pas proportionnelle à la décrue mondiale.","
 Le cours du riz a très fortement baissé sur le marché mondial. Selon les données de la Banque mondiale, la tonne du riz blanc 5% de brisures est passée de 613 dollars en mars 2024 à 425 en mars 2025, soit une baisse de 30,67%.
 Cette baisse s’explique par une multitude de facteurs dont la progression de la production mondiale de 2% à 535 millions de tonnes. De plus, l’Inde, premier exportateur mondial de cette céréale et fournisseur de premier plan du continent, a levé l’interdiction de l’exportation du riz blanc non basmati en vigueur depuis 2022. L‘offre indienne devrait être hausse de plus de 7 millions de tonnes à 145 millions de tonnes.",https://afrique.le360.ma/resizer/v2/72RKK4VHZBH6POVNVHB5QHA24Y.jpg?auth=55bbae11df68c6d4e38518659ed9a13e2bbbbf3a1adf17f419f19e5ef1778857&smart=true&width=1216&height=684,"Amadou Seck (Nouakchott, correspondance)"
